"Package","Group","AssetType","Category","Tags","Placement","Name","Path","SizeKB","UseHint"
"Skill Indicators","Indicator prefabs","Prefab","Skill Telegraph / Indicator","Indicator","","PF_IND_ArcTrajectory","Assets/Art/SkillIndicators/Temporary/Prefabs/PF_IND_ArcTrajectory.prefab","11.9","Show before real damage VFX for targeting, placement, warning, or lock-on clarity."
"Skill Indicators","Indicator prefabs","Prefab","Skill Telegraph / Indicator","Indicator","","PF_IND_Cone","Assets/Art/SkillIndicators/Temporary/Prefabs/PF_IND_Cone.prefab","10.9","Show before real damage VFX for targeting, placement, warning, or lock-on clarity."
"Skill Indicators","Indicator prefabs","Prefab","Skill Telegraph / Indicator","Indicator","","PF_IND_CountdownDanger","Assets/Art/SkillIndicators/Temporary/Prefabs/PF_IND_CountdownDanger.prefab","13.5","Show before real damage VFX for targeting, placement, warning, or lock-on clarity."
"Skill Indicators","Indicator prefabs","Prefab","Skill Telegraph / Indicator","Indicator","Ground/Area","PF_IND_Footprint","Assets/Art/SkillIndicators/Temporary/Prefabs/PF_IND_Footprint.prefab","5.7","Show before real damage VFX for targeting, placement, warning, or lock-on clarity."
"Skill Indicators","Indicator prefabs","Prefab","Skill Telegraph / Indicator","Magic/Energy; Indicator","Ground/Area","PF_IND_GroundCircle","Assets/Art/SkillIndicators/Temporary/Prefabs/PF_IND_GroundCircle.prefab","10.8","Show before real damage VFX for targeting, placement, warning, or lock-on clarity."
"Skill Indicators","Indicator prefabs","Prefab","Skill Telegraph / Indicator","Indicator","","PF_IND_HUDHoldProgress","Assets/Art/SkillIndicators/Temporary/Prefabs/PF_IND_HUDHoldProgress.prefab","5.2","Show before real damage VFX for targeting, placement, warning, or lock-on clarity."
"Skill Indicators","Indicator prefabs","Prefab","Skill Telegraph / Indicator","Indicator","","PF_IND_LineRect","Assets/Art/SkillIndicators/Temporary/Prefabs/PF_IND_LineRect.prefab","5.7","Show before real damage VFX for targeting, placement, warning, or lock-on clarity."
"Skill Indicators","Indicator prefabs","Prefab","Skill Telegraph / Indicator","Magic/Energy; Indicator","Ground/Area","PF_IND_MonsterWarningCircle","Assets/Art/SkillIndicators/Temporary/Prefabs/PF_IND_MonsterWarningCircle.prefab","10.9","Show before real damage VFX for targeting, placement, warning, or lock-on clarity."
"Skill Indicators","Indicator prefabs","Prefab","Skill Telegraph / Indicator","Indicator","Ground/Area","PF_IND_PersistentZone","Assets/Art/SkillIndicators/Temporary/Prefabs/PF_IND_PersistentZone.prefab","10.9","Show before real damage VFX for targeting, placement, warning, or lock-on clarity."
"Skill Indicators","Indicator prefabs","Prefab","Skill Telegraph / Indicator","Indicator","Ground/Area","PF_IND_PlacementGhost","Assets/Art/SkillIndicators/Temporary/Prefabs/PF_IND_PlacementGhost.prefab","3.2","Show before real damage VFX for targeting, placement, warning, or lock-on clarity."
"Skill Indicators","Indicator prefabs","Prefab","Skill Telegraph / Indicator","Indicator","Ground/Area","PF_IND_TargetReticle","Assets/Art/SkillIndicators/Temporary/Prefabs/PF_IND_TargetReticle.prefab","3.1","Show before real damage VFX for targeting, placement, warning, or lock-on clarity."
"Skill Indicators","Indicator prefabs","Prefab","Skill Telegraph / Indicator","Indicator","","PF_IND_TetherLine","Assets/Art/SkillIndicators/Temporary/Prefabs/PF_IND_TetherLine.prefab","4.2","Show before real damage VFX for targeting, placement, warning, or lock-on clarity."
"Skill Indicators","Indicator textures","Texture","Texture","Projectile; Indicator; Comic Text","","T_IND_Arrow","Assets/Art/SkillIndicators/Temporary/Textures/T_IND_Arrow.png","2.4","Reusable resource component for materials, textures, shaders, data, prefabs, or new VFX assemblies."
"Skill Indicators","Indicator textures","Texture","Texture","Indicator; Comic Text","","T_IND_Check","Assets/Art/SkillIndicators/Temporary/Textures/T_IND_Check.png","1.4","Reusable resource component for materials, textures, shaders, data, prefabs, or new VFX assemblies."
"Skill Indicators","Indicator textures","Texture","Texture","Indicator; Comic Text","","T_IND_ConeMask","Assets/Art/SkillIndicators/Temporary/Textures/T_IND_ConeMask.png","3.4","Reusable resource component for materials, textures, shaders, data, prefabs, or new VFX assemblies."
"Skill Indicators","Indicator textures","Texture","Texture","Indicator; Comic Text","","T_IND_Cross","Assets/Art/SkillIndicators/Temporary/Textures/T_IND_Cross.png","2.3","Reusable resource component for materials, textures, shaders, data, prefabs, or new VFX assemblies."
"Skill Indicators","Indicator textures","Texture","Texture","Indicator; Comic Text","","T_IND_DashedLine","Assets/Art/SkillIndicators/Temporary/Textures/T_IND_DashedLine.png","0.4","Reusable resource component for materials, textures, shaders, data, prefabs, or new VFX assemblies."
"Skill Indicators","Indicator textures","Texture","Texture","Indicator; Comic Text","","T_IND_FlowStripe","Assets/Art/SkillIndicators/Temporary/Textures/T_IND_FlowStripe.png","3","Reusable resource component for materials, textures, shaders, data, prefabs, or new VFX assemblies."
"Skill Indicators","Indicator textures","Texture","Texture","Indicator; Comic Text","","T_IND_HUDHoldProgress","Assets/Art/SkillIndicators/Temporary/Textures/T_IND_HUDHoldProgress.png","1.1","Reusable resource component for materials, textures, shaders, data, prefabs, or new VFX assemblies."
"Skill Indicators","Indicator textures","Texture","Texture","Indicator; Comic Text","","T_IND_Noise","Assets/Art/SkillIndicators/Temporary/Textures/T_IND_Noise.png","79.4","Reusable resource component for materials, textures, shaders, data, prefabs, or new VFX assemblies."
"Skill Indicators","Indicator textures","Texture","Texture","Magic/Energy; Indicator; Comic Text","Ground/Area","T_IND_RingCircle","Assets/Art/SkillIndicators/Temporary/Textures/T_IND_RingCircle.png","2.6","Reusable resource component for materials, textures, shaders, data, prefabs, or new VFX assemblies."
"Skill Indicators","Indicator textures","Texture","Texture","Indicator; Comic Text","","T_IND_SoftDisc","Assets/Art/SkillIndicators/Temporary/Textures/T_IND_SoftDisc.png","11.7","Reusable resource component for materials, textures, shaders, data, prefabs, or new VFX assemblies."
"Skill Indicators","Indicator textures","Texture","Texture","Indicator; Comic Text","","T_IND_TargetLock","Assets/Art/SkillIndicators/Temporary/Textures/T_IND_TargetLock.png","0.6","Reusable resource component for materials, textures, shaders, data, prefabs, or new VFX assemblies."
"Skill Indicators","Skill Indicators","Audio","Audio","Indicator","","S_IND_ConfirmRelease","Assets/Art/SkillIndicators/Temporary/Audio/S_IND_ConfirmRelease.wav","9.5","Reusable resource component for materials, textures, shaders, data, prefabs, or new VFX assemblies."
"Skill Indicators","Skill Indicators","Audio","Audio","Indicator","","S_IND_DangerTick","Assets/Art/SkillIndicators/Temporary/Audio/S_IND_DangerTick.wav","6.9","Reusable resource component for materials, textures, shaders, data, prefabs, or new VFX assemblies."
"Skill Indicators","Skill Indicators","Audio","Audio","Indicator","","S_IND_Invalid","Assets/Art/SkillIndicators/Temporary/Audio/S_IND_Invalid.wav","10.4","Reusable resource component for materials, textures, shaders, data, prefabs, or new VFX assemblies."
"Skill Indicators","Skill Indicators","Audio","Audio","Indicator","","S_IND_PreviewEnter","Assets/Art/SkillIndicators/Temporary/Audio/S_IND_PreviewEnter.wav","8.7","Reusable resource component for materials, textures, shaders, data, prefabs, or new VFX assemblies."
"Skill Indicators","Skill Indicators","Audio","Audio","Indicator","","S_IND_TargetLock","Assets/Art/SkillIndicators/Temporary/Audio/S_IND_TargetLock.wav","7.8","Reusable resource component for materials, textures, shaders, data, prefabs, or new VFX assemblies."
"Skill Indicators","Skill Indicators","Audio","Audio","Indicator","Ground/Area","S_IND_ZoneExpire","Assets/Art/SkillIndicators/Temporary/Audio/S_IND_ZoneExpire.wav","13.8","Reusable resource component for materials, textures, shaders, data, prefabs, or new VFX assemblies."
"Skill Indicators","Skill Indicators","Unity Asset","Skill Telegraph / Indicator","Indicator","","MS_IND_Cone90","Assets/Art/SkillIndicators/Temporary/Meshes/MS_IND_Cone90.asset","8.2","Show before real damage VFX for targeting, placement, warning, or lock-on clarity."
"Skill Indicators","Skill Indicators","Unity Asset","Skill Telegraph / Indicator","Indicator","Ground/Area","MS_IND_FootprintBox","Assets/Art/SkillIndicators/Temporary/Meshes/MS_IND_FootprintBox.asset","3.6","Show before real damage VFX for targeting, placement, warning, or lock-on clarity."
"Skill Indicators","Skill Indicators","Unity Asset","Skill Telegraph / Indicator","Magic/Energy; Indicator","Ground/Area","MS_IND_UnitCircle","Assets/Art/SkillIndicators/Temporary/Meshes/MS_IND_UnitCircle.asset","10.5","Show before real damage VFX for targeting, placement, warning, or lock-on clarity."
"Skill Indicators","Skill Indicators","Unity Asset","Skill Telegraph / Indicator","Indicator","","MS_IND_UnitRectangle","Assets/Art/SkillIndicators/Temporary/Meshes/MS_IND_UnitRectangle.asset","3.6","Show before real damage VFX for targeting, placement, warning, or lock-on clarity."
"Skill Indicators","Skill Indicators","Unity Asset","Skill Telegraph / Indicator","Indicator","","SO_IND_TemporaryArtIndex","Assets/Art/SkillIndicators/Temporary/SO_IND_TemporaryArtIndex.asset","12.1","Show before real damage VFX for targeting, placement, warning, or lock-on clarity."
"VFX_Klaus","Hyper Casual FX","Prefab","Magic / Energy","Magic/Energy","","HCFX_Buff_Down","Assets/ThirdParty/VFX_Klaus/Prefabs/Hyper Casual FX/HCFX_Buff_Down.prefab","799.7","Charging, magic circles, pickup shine, or status loops; loop effects need lifetime control."
"VFX_Klaus","Hyper Casual FX","Prefab","Magic / Energy","Magic/Energy","","HCFX_Buff_Up","Assets/ThirdParty/VFX_Klaus/Prefabs/Hyper Casual FX/HCFX_Buff_Up.prefab","802.4","Charging, magic circles, pickup shine, or status loops; loop effects need lifetime control."
"VFX_Klaus","Hyper Casual FX","Prefab","Utility/Resource","","","HCFX_Candy","Assets/ThirdParty/VFX_Klaus/Prefabs/Hyper Casual FX/HCFX_Candy.prefab","829.6","Reusable resource component for materials, textures, shaders, data, prefabs, or new VFX assemblies."
"VFX_Klaus","Hyper Casual FX","Prefab","Utility/Resource","","","HCFX_Charging_01_Step1","Assets/ThirdParty/VFX_Klaus/Prefabs/Hyper Casual FX/HCFX_Charging_01_Step1.prefab","570.1","Reusable resource component for materials, textures, shaders, data, prefabs, or new VFX assemblies."
"VFX_Klaus","Hyper Casual FX","Prefab","Utility/Resource","","","HCFX_Charging_01_Step1_End","Assets/ThirdParty/VFX_Klaus/Prefabs/Hyper Casual FX/HCFX_Charging_01_Step1_End.prefab","119.3","Reusable resource component for materials, textures, shaders, data, prefabs, or new VFX assemblies."
"VFX_Klaus","Hyper Casual FX","Prefab","Utility/Resource","","","HCFX_Charging_01_Step2","Assets/ThirdParty/VFX_Klaus/Prefabs/Hyper Casual FX/HCFX_Charging_01_Step2.prefab","570","Reusable resource component for materials, textures, shaders, data, prefabs, or new VFX assemblies."
"VFX_Klaus","Hyper Casual FX","Prefab","Utility/Resource","","","HCFX_Charging_01_Step2_End","Assets/ThirdParty/VFX_Klaus/Prefabs/Hyper Casual FX/HCFX_Charging_01_Step2_End.prefab","120.8","Reusable resource component for materials, textures, shaders, data, prefabs, or new VFX assemblies."
"VFX_Klaus","Hyper Casual FX","Prefab","Utility/Resource","","","HCFX_Charging_01_Step3","Assets/ThirdParty/VFX_Klaus/Prefabs/Hyper Casual FX/HCFX_Charging_01_Step3.prefab","797.7","Reusable resource component for materials, textures, shaders, data, prefabs, or new VFX assemblies."
"VFX_Klaus","Hyper Casual FX","Prefab","Utility/Resource","","","HCFX_Charging_01_Step3_End","Assets/ThirdParty/VFX_Klaus/Prefabs/Hyper Casual FX/HCFX_Charging_01_Step3_End.prefab","245.6","Reusable resource component for materials, textures, shaders, data, prefabs, or new VFX assemblies."
"VFX_Klaus","Hyper Casual FX","Prefab","Utility/Resource","","","HCFX_Charging_02_Step1","Assets/ThirdParty/VFX_Klaus/Prefabs/Hyper Casual FX/HCFX_Charging_02_Step1.prefab","570.6","Reusable resource component for materials, textures, shaders, data, prefabs, or new VFX assemblies."
"VFX_Klaus","Hyper Casual FX","Prefab","Utility/Resource","","","HCFX_Charging_02_Step2","Assets/ThirdParty/VFX_Klaus/Prefabs/Hyper Casual FX/HCFX_Charging_02_Step2.prefab","570.5","Reusable resource component for materials, textures, shaders, data, prefabs, or new VFX assemblies."
"VFX_Klaus","Hyper Casual FX","Prefab","Utility/Resource","","","HCFX_Charging_02_Step3","Assets/ThirdParty/VFX_Klaus/Prefabs/Hyper Casual FX/HCFX_Charging_02_Step3.prefab","798.9","Reusable resource component for materials, textures, shaders, data, prefabs, or new VFX assemblies."
"VFX_Klaus","Hyper Casual FX","Prefab","Utility/Resource","","","HCFX_Conffeti","Assets/ThirdParty/VFX_Klaus/Prefabs/Hyper Casual FX/HCFX_Conffeti.prefab","5.6","Reusable resource component for materials, textures, shaders, data, prefabs, or new VFX assemblies."
"VFX_Klaus","Hyper Casual FX","Prefab","Utility/Resource","","","HCFX_Conffeti_Air","Assets/ThirdParty/VFX_Klaus/Prefabs/Hyper Casual FX/HCFX_Conffeti_Air.prefab","692.9","Reusable resource component for materials, textures, shaders, data, prefabs, or new VFX assemblies."
"VFX_Klaus","Hyper Casual FX","Prefab","Elemental / Status FX","Air/Dust/Fog","","HCFX_Dust_01","Assets/ThirdParty/VFX_Klaus/Prefabs/Hyper Casual FX/HCFX_Dust_01.prefab","355.8","Reusable resource component for materials, textures, shaders, data, prefabs, or new VFX assemblies."
"VFX_Klaus","Hyper Casual FX","Prefab","Elemental / Status FX","Air/Dust/Fog","","HCFX_Dust_02","Assets/ThirdParty/VFX_Klaus/Prefabs/Hyper Casual FX/HCFX_Dust_02.prefab","231.2","Reusable resource component for materials, textures, shaders, data, prefabs, or new VFX assemblies."
"VFX_Klaus","Hyper Casual FX","Prefab","Elemental / Status FX","Air/Dust/Fog","","HCFX_Dust_03","Assets/ThirdParty/VFX_Klaus/Prefabs/Hyper Casual FX/HCFX_Dust_03.prefab","247.9","Reusable resource component for materials, textures, shaders, data, prefabs, or new VFX assemblies."
"VFX_Klaus","Hyper Casual FX","Prefab","Elemental / Status FX","Air/Dust/Fog","","HCFX_Dust_04","Assets/ThirdParty/VFX_Klaus/Prefabs/Hyper Casual FX/HCFX_Dust_04.prefab","586.2","Reusable resource component for materials, textures, shaders, data, prefabs, or new VFX assemblies."
"VFX_Klaus","Hyper Casual FX","Prefab","Elemental / Status FX","Air/Dust/Fog","","HCFX_Dust_Dash_01","Assets/ThirdParty/VFX_Klaus/Prefabs/Hyper Casual FX/HCFX_Dust_Dash_01.prefab","471.7","Reusable resource component for materials, textures, shaders, data, prefabs, or new VFX assemblies."
"VFX_Klaus","Hyper Casual FX","Prefab","Elemental / Status FX","Air/Dust/Fog","","HCFX_Dust_Dash_01_Air","Assets/ThirdParty/VFX_Klaus/Prefabs/Hyper Casual FX/HCFX_Dust_Dash_01_Air.prefab","360.7","Reusable resource component for materials, textures, shaders, data, prefabs, or new VFX assemblies."
"VFX_Klaus","Hyper Casual FX","Prefab","Hit / Impact","Hit/Impact; Air/Dust/Fog","Ground/Area","HCFX_Dust_FloorHit_01","Assets/ThirdParty/VFX_Klaus/Prefabs/Hyper Casual FX/HCFX_Dust_FloorHit_01.prefab","696","General hit feedback; recolor or swap material for different damage elements."
"VFX_Klaus","Hyper Casual FX","Prefab","Hit / Impact","Hit/Impact; Air/Dust/Fog","Ground/Area","HCFX_Dust_FloorHit_02","Assets/ThirdParty/VFX_Klaus/Prefabs/Hyper Casual FX/HCFX_Dust_FloorHit_02.prefab","813","General hit feedback; recolor or swap material for different damage elements."
"VFX_Klaus","Hyper Casual FX","Prefab","Hit / Impact","Hit/Impact; Air/Dust/Fog","Ground/Area","HCFX_Dust_FloorHit_03","Assets/ThirdParty/VFX_Klaus/Prefabs/Hyper Casual FX/HCFX_Dust_FloorHit_03.prefab","935","General hit feedback; recolor or swap material for different damage elements."
"VFX_Klaus","Hyper Casual FX","Prefab","Elemental / Status FX","Air/Dust/Fog","","HCFX_Dust_Jump_01","Assets/ThirdParty/VFX_Klaus/Prefabs/Hyper Casual FX/HCFX_Dust_Jump_01.prefab","694.6","Reusable resource component for materials, textures, shaders, data, prefabs, or new VFX assemblies."
"VFX_Klaus","Hyper Casual FX","Prefab","Elemental / Status FX","Air/Dust/Fog","","HCFX_Dust_Jump_02","Assets/ThirdParty/VFX_Klaus/Prefabs/Hyper Casual FX/HCFX_Dust_Jump_02.prefab","814.8","Reusable resource component for materials, textures, shaders, data, prefabs, or new VFX assemblies."
"VFX_Klaus","Hyper Casual FX","Prefab","Elemental / Status FX","Air/Dust/Fog","","HCFX_Dust_Jump_03","Assets/ThirdParty/VFX_Klaus/Prefabs/Hyper Casual FX/HCFX_Dust_Jump_03.prefab","699.7","Reusable resource component for materials, textures, shaders, data, prefabs, or new VFX assemblies."
"VFX_Klaus","Hyper Casual FX","Prefab","Elemental / Status FX","Air/Dust/Fog","","HCFX_Dust_Storm_Left_01","Assets/ThirdParty/VFX_Klaus/Prefabs/Hyper Casual FX/HCFX_Dust_Storm_Left_01.prefab","4.7","Reusable resource component for materials, textures, shaders, data, prefabs, or new VFX assemblies."
"VFX_Klaus","Hyper Casual FX","Prefab","Elemental / Status FX","Air/Dust/Fog","Loop/Ambient","HCFX_Dust_Storm_Left_01_Looping","Assets/ThirdParty/VFX_Klaus/Prefabs/Hyper Casual FX/HCFX_Dust_Storm_Left_01_Looping.prefab","4.1","Reusable resource component for materials, textures, shaders, data, prefabs, or new VFX assemblies."
"VFX_Klaus","Hyper Casual FX","Prefab","Elemental / Status FX","Air/Dust/Fog","","HCFX_Dust_Storm_Left_02","Assets/ThirdParty/VFX_Klaus/Prefabs/Hyper Casual FX/HCFX_Dust_Storm_Left_02.prefab","120.9","Reusable resource component for materials, textures, shaders, data, prefabs, or new VFX assemblies."
"VFX_Klaus","Hyper Casual FX","Prefab","Elemental / Status FX","Air/Dust/Fog","Loop/Ambient","HCFX_Dust_Storm_Left_02_Looping","Assets/ThirdParty/VFX_Klaus/Prefabs/Hyper Casual FX/HCFX_Dust_Storm_Left_02_Looping.prefab","4.7","Reusable resource component for materials, textures, shaders, data, prefabs, or new VFX assemblies."
"VFX_Klaus","Hyper Casual FX","Prefab","Elemental / Status FX","Air/Dust/Fog","","HCFX_Dust_Storm_Right_01","Assets/ThirdParty/VFX_Klaus/Prefabs/Hyper Casual FX/HCFX_Dust_Storm_Right_01.prefab","457.9","Reusable resource component for materials, textures, shaders, data, prefabs, or new VFX assemblies."
"VFX_Klaus","Hyper Casual FX","Prefab","Elemental / Status FX","Air/Dust/Fog","Loop/Ambient","HCFX_Dust_Storm_Right_01_Looping","Assets/ThirdParty/VFX_Klaus/Prefabs/Hyper Casual FX/HCFX_Dust_Storm_Right_01_Looping.prefab","13.2","Reusable resource component for materials, textures, shaders, data, prefabs, or new VFX assemblies."
"VFX_Klaus","Hyper Casual FX","Prefab","Elemental / Status FX","Air/Dust/Fog","","HCFX_Dust_Storm_Right_02","Assets/ThirdParty/VFX_Klaus/Prefabs/Hyper Casual FX/HCFX_Dust_Storm_Right_02.prefab","119.7","Reusable resource component for materials, textures, shaders, data, prefabs, or new VFX assemblies."
"VFX_Klaus","Hyper Casual FX","Prefab","Elemental / Status FX","Air/Dust/Fog","Loop/Ambient","HCFX_Dust_Storm_Right_02_Looping","Assets/ThirdParty/VFX_Klaus/Prefabs/Hyper Casual FX/HCFX_Dust_Storm_Right_02_Looping.prefab","4.7","Reusable resource component for materials, textures, shaders, data, prefabs, or new VFX assemblies."
"VFX_Klaus","Hyper Casual FX","Prefab","Magic / Energy","Magic/Energy","","HCFX_ElementOrb_01","Assets/ThirdParty/VFX_Klaus/Prefabs/Hyper Casual FX/HCFX_ElementOrb_01.prefab","344.2","Charging, magic circles, pickup shine, or status loops; loop effects need lifetime control."
"VFX_Klaus","Hyper Casual FX","Prefab","Magic / Energy","Magic/Energy","","HCFX_ElementOrb_02","Assets/ThirdParty/VFX_Klaus/Prefabs/Hyper Casual FX/HCFX_ElementOrb_02.prefab","125.7","Charging, magic circles, pickup shine, or status loops; loop effects need lifetime control."
"VFX_Klaus","Hyper Casual FX","Prefab","Magic / Energy","Magic/Energy","","HCFX_ElementOrb_03","Assets/ThirdParty/VFX_Klaus/Prefabs/Hyper Casual FX/HCFX_ElementOrb_03.prefab","457.7","Charging, magic circles, pickup shine, or status loops; loop effects need lifetime control."
"VFX_Klaus","Hyper Casual FX","Prefab","Magic / Energy","Magic/Energy","","HCFX_ElementOrb_04","Assets/ThirdParty/VFX_Klaus/Prefabs/Hyper Casual FX/HCFX_ElementOrb_04.prefab","460.7","Charging, magic circles, pickup shine, or status loops; loop effects need lifetime control."
"VFX_Klaus","Hyper Casual FX","Prefab","Magic / Energy","Magic/Energy","","HCFX_Energy_01","Assets/ThirdParty/VFX_Klaus/Prefabs/Hyper Casual FX/HCFX_Energy_01.prefab","685","Charging, magic circles, pickup shine, or status loops; loop effects need lifetime control."
"VFX_Klaus","Hyper Casual FX","Prefab","Magic / Energy","Magic/Energy","","HCFX_Energy_02","Assets/ThirdParty/VFX_Klaus/Prefabs/Hyper Casual FX/HCFX_Energy_02.prefab","699.5","Charging, magic circles, pickup shine, or status loops; loop effects need lifetime control."
"VFX_Klaus","Hyper Casual FX","Prefab","Magic / Energy","Magic/Energy","","HCFX_Energy_03","Assets/ThirdParty/VFX_Klaus/Prefabs/Hyper Casual FX/HCFX_Energy_03.prefab","708.6","Charging, magic circles, pickup shine, or status loops; loop effects need lifetime control."
"VFX_Klaus","Hyper Casual FX","Prefab","Magic / Energy","Magic/Energy","","HCFX_Energy_04","Assets/ThirdParty/VFX_Klaus/Prefabs/Hyper Casual FX/HCFX_Energy_04.prefab","684.8","Charging, magic circles, pickup shine, or status loops; loop effects need lifetime control."
"VFX_Klaus","Hyper Casual FX","Prefab","Magic / Energy","Magic/Energy","","HCFX_Energy_05","Assets/ThirdParty/VFX_Klaus/Prefabs/Hyper Casual FX/HCFX_Energy_05.prefab","692.5","Charging, magic circles, pickup shine, or status loops; loop effects need lifetime control."
"VFX_Klaus","Hyper Casual FX","Prefab","Magic / Energy","Magic/Energy","","HCFX_Energy_06","Assets/ThirdParty/VFX_Klaus/Prefabs/Hyper Casual FX/HCFX_Energy_06.prefab","912.4","Charging, magic circles, pickup shine, or status loops; loop effects need lifetime control."
"VFX_Klaus","Hyper Casual FX","Prefab","Magic / Energy","Magic/Energy","","HCFX_Energy_07","Assets/ThirdParty/VFX_Klaus/Prefabs/Hyper Casual FX/HCFX_Energy_07.prefab","814.5","Charging, magic circles, pickup shine, or status loops; loop effects need lifetime control."
"VFX_Klaus","Hyper Casual FX","Prefab","Magic / Energy","Magic/Energy","","HCFX_Energy_08","Assets/ThirdParty/VFX_Klaus/Prefabs/Hyper Casual FX/HCFX_Energy_08.prefab","592.4","Charging, magic circles, pickup shine, or status loops; loop effects need lifetime control."
"VFX_Klaus","Hyper Casual FX","Prefab","Explosion / Burst","Explosion","","HCFX_Explosion_01","Assets/ThirdParty/VFX_Klaus/Prefabs/Hyper Casual FX/HCFX_Explosion_01.prefab","705.7","Explosion or finisher beat; tune scale, camera shake, and audio timing together."
"VFX_Klaus","Hyper Casual FX","Prefab","Explosion / Burst","Explosion","","HCFX_Explosion_02","Assets/ThirdParty/VFX_Klaus/Prefabs/Hyper Casual FX/HCFX_Explosion_02.prefab","1281.9","Explosion or finisher beat; tune scale, camera shake, and audio timing together."
"VFX_Klaus","Hyper Casual FX","Prefab","Explosion / Burst","Explosion","","HCFX_Explosion_02_Air","Assets/ThirdParty/VFX_Klaus/Prefabs/Hyper Casual FX/HCFX_Explosion_02_Air.prefab","11.7","Explosion or finisher beat; tune scale, camera shake, and audio timing together."
"VFX_Klaus","Hyper Casual FX","Prefab","Explosion / Burst","Explosion","","HCFX_Explosion_03","Assets/ThirdParty/VFX_Klaus/Prefabs/Hyper Casual FX/HCFX_Explosion_03.prefab","940.4","Explosion or finisher beat; tune scale, camera shake, and audio timing together."
"VFX_Klaus","Hyper Casual FX","Prefab","Utility/Resource","","","HCFX_Feathers","Assets/ThirdParty/VFX_Klaus/Prefabs/Hyper Casual FX/HCFX_Feathers.prefab","232.5","Reusable resource component for materials, textures, shaders, data, prefabs, or new VFX assemblies."
"VFX_Klaus","Hyper Casual FX","Prefab","Elemental / Status FX","Fire","","HCFX_Fire_01","Assets/ThirdParty/VFX_Klaus/Prefabs/Hyper Casual FX/HCFX_Fire_01.prefab","459","Reusable resource component for materials, textures, shaders, data, prefabs, or new VFX assemblies."
"VFX_Klaus","Hyper Casual FX","Prefab","Elemental / Status FX","Fire","","HCFX_Fire_02","Assets/ThirdParty/VFX_Klaus/Prefabs/Hyper Casual FX/HCFX_Fire_02.prefab","7.9","Reusable resource component for materials, textures, shaders, data, prefabs, or new VFX assemblies."
"VFX_Klaus","Hyper Casual FX","Prefab","Utility/Resource","","","HCFX_Flash_01","Assets/ThirdParty/VFX_Klaus/Prefabs/Hyper Casual FX/HCFX_Flash_01.prefab","229.1","Reusable resource component for materials, textures, shaders, data, prefabs, or new VFX assemblies."
"VFX_Klaus","Hyper Casual FX","Prefab","Utility/Resource","","","HCFX_Flash_02","Assets/ThirdParty/VFX_Klaus/Prefabs/Hyper Casual FX/HCFX_Flash_02.prefab","229.1","Reusable resource component for materials, textures, shaders, data, prefabs, or new VFX assemblies."
"VFX_Klaus","Hyper Casual FX","Prefab","Utility/Resource","","","HCFX_Flash_03","Assets/ThirdParty/VFX_Klaus/Prefabs/Hyper Casual FX/HCFX_Flash_03.prefab","351.2","Reusable resource component for materials, textures, shaders, data, prefabs, or new VFX assemblies."
"VFX_Klaus","Hyper Casual FX","Prefab","Utility/Resource","","","HCFX_Flash_04","Assets/ThirdParty/VFX_Klaus/Prefabs/Hyper Casual FX/HCFX_Flash_04.prefab","345","Reusable resource component for materials, textures, shaders, data, prefabs, or new VFX assemblies."
"VFX_Klaus","Hyper Casual FX","Prefab","Utility/Resource","","","HCFX_Flash_05","Assets/ThirdParty/VFX_Klaus/Prefabs/Hyper Casual FX/HCFX_Flash_05.prefab","804.8","Reusable resource component for materials, textures, shaders, data, prefabs, or new VFX assemblies."
"VFX_Klaus","Hyper Casual FX","Prefab","Utility/Resource","","","HCFX_Heart","Assets/ThirdParty/VFX_Klaus/Prefabs/Hyper Casual FX/HCFX_Heart.prefab","571.7","Reusable resource component for materials, textures, shaders, data, prefabs, or new VFX assemblies."
"VFX_Klaus","Hyper Casual FX","Prefab","Utility/Resource","","","HCFX_Heart_Air","Assets/ThirdParty/VFX_Klaus/Prefabs/Hyper Casual FX/HCFX_Heart_Air.prefab","5.8","Reusable resource component for materials, textures, shaders, data, prefabs, or new VFX assemblies."
"VFX_Klaus","Hyper Casual FX","Prefab","Hit / Impact","Hit/Impact","","HCFX_Hit_01","Assets/ThirdParty/VFX_Klaus/Prefabs/Hyper Casual FX/HCFX_Hit_01.prefab","467.9","General hit feedback; recolor or swap material for different damage elements."
"VFX_Klaus","Hyper Casual FX","Prefab","Hit / Impact","Hit/Impact","","HCFX_Hit_02","Assets/ThirdParty/VFX_Klaus/Prefabs/Hyper Casual FX/HCFX_Hit_02.prefab","1044.2","General hit feedback; recolor or swap material for different damage elements."
"VFX_Klaus","Hyper Casual FX","Prefab","Hit / Impact","Hit/Impact","","HCFX_Hit_03","Assets/ThirdParty/VFX_Klaus/Prefabs/Hyper Casual FX/HCFX_Hit_03.prefab","347.8","General hit feedback; recolor or swap material for different damage elements."
"VFX_Klaus","Hyper Casual FX","Prefab","Hit / Impact","Hit/Impact","","HCFX_Hit_04","Assets/ThirdParty/VFX_Klaus/Prefabs/Hyper Casual FX/HCFX_Hit_04.prefab","579.7","General hit feedback; recolor or swap material for different damage elements."
